iter	Passed	Remaining
1128	25106	6026
1129	25123	6002
1130	25149	5981
1131	25173	5959
1132	25196	5937
1133	25216	5915
1134	25240	5893
1135	25263	5871
1136	25283	5848
1137	25304	5825
1138	25327	5803
1139	25348	5781
1140	25369	5758
1141	25390	5736
1142	25414	5714
1143	25438	5692
1144	25459	5670
1145	25481	5647
1146	25503	5625
1147	25526	5603
1148	25544	5580
1149	25565	5557
1150	25589	5535
1151	25612	5513
1152	25637	5492
1153	25663	5470
1154	25686	5448
1155	25706	5426
1156	25728	5403
1157	25750	5381
1158	25771	5358
1159	25796	5337
1160	25818	5314
1161	25842	5293
1162	25866	5271
1163	25888	5248
1164	25912	5226
1165	25936	5204
1166	25956	5182
1167	25982	5160
1168	26002	5138
1169	26016	5114
1170	26040	5092
1171	26066	5070
1172	26087	5048
1173	26110	5026
1174	26134	5004
1175	26155	4981
1176	26175	4959
1177	26197	4937
1178	26218	4914
1179	26240	4892
1180	26256	4868
1181	26275	4845
1182	26296	4823
1183	26312	4800
1184	26335	4778
1185	26357	4755
1186	26376	4733
1187	26401	4711
1188	26423	4689
1189	26449	4667
1190	26472	4645
1191	26495	4623
1192	26516	4600
1193	26537	4578
1194	26563	4556
1195	26582	4534
1196	26605	4511
1197	26628	4490
1198	26653	4468
1199	26673	4445
1200	26695	4423
1201	26718	4401
1202	26737	4378
1203	26757	4355
1204	26783	4334
1205	26802	4311
1206	26828	4289
1207	26851	4267
1208	26873	4245
1209	26899	4223
1210	26923	4202
1211	26946	4179
1212	26975	4158
1213	27003	4137
1214	27026	4115
1215	27051	4093
1216	27073	4071
1217	27098	4049
1218	27122	4027
1219	27144	4004
1220	27165	3982
1221	27190	3960
1222	27211	3938
1223	27236	3916
1224	27260	3894
1225	27283	3872
1226	27300	3849
1227	27323	3827
1228	27350	3805
1229	27373	3783
1230	27399	3761
1231	27424	3739
1232	27449	3717
1233	27475	3696
1234	27495	3673
1235	27518	3651
1236	27540	3629
1237	27555	3605
1238	27584	3584
1239	27607	3562
1240	27633	3540
1241	27658	3518
1242	27679	3496
1243	27703	3474
1244	27726	3451
1245	27752	3430
1246	27771	3407
1247	27799	3385
1248	27818	3363
1249	27840	3340
1250	27861	3318
1251	27886	3296
1252	27912	3274
1253	27937	3252
1254	27960	3230
1255	27979	3207
1256	28004	3185
1257	28027	3163
1258	28049	3141
1259	28071	3119
1260	28088	3096
1261	28110	3073
1262	28134	3051
1263	28157	3029
1264	28181	3007
1265	28203	2985
1266	28222	2962
1267	28249	2940
1268	28269	2918
1269	28294	2896
1270	28317	2874
1271	28341	2851
1272	28360	2829
1273	28382	2807
1274	28404	2784
1275	28423	2762
1276	28444	2739
1277	28469	2717
1278	28491	2695
1279	28517	2673
1280	28533	2650
1281	28553	2628
1282	28576	2605
1283	28602	2583
1284	28626	2561
1285	28646	2539
1286	28668	2517
1287	28682	2494
1288	28704	2471
1289	28725	2449
1290	28742	2426
1291	28767	2404
1292	28795	2382
1293	28819	2360
1294	28846	2338
1295	28867	2316
1296	28890	2294
1297	28915	2272
1298	28938	2250
1299	28963	2227
1300	28985	2205
1301	29011	2183
1302	29034	2161
1303	29055	2139
1304	29076	2116
1305	29098	2094
1306	29124	2072
1307	29144	2049
1308	29168	2027
1309	29190	2005
1310	29216	1983
1311	29239	1961
1312	29265	1939
1313	29289	1916
1314	29312	1894
1315	29331	1872
1316	29356	1850
1317	29380	1827
1318	29402	1805
1319	29428	1783
1320	29454	1761
1321	29480	1739
1322	29505	1717
1323	29525	1694
1324	29555	1672
1325	29580	1650
1326	29601	1628
1327	29623	1606
1328	29649	1583
1329	29673	1561
1330	29695	1539
1331	29715	1517
1332	29744	1495
1333	29769	1472
1334	29791	1450
1335	29815	1428
